row_date,value_amoni,value_water,value,mes,dia,hora,minuts,is_drift,dangerous_drift,n
2020-06-18 00:52:13,0.6882969858985711,0.1635402306103764,0.7125450644189838,06,18,00,52,True,True,2
2020-06-18 00:53:14,0.7142269604200603,0.1680800996711185,0.6997858666717913,06,18,00,53,True,True,2
2020-06-18 00:54:15,0.729784945132954,0.2062149997813524,0.7648166164800625,06,18,00,54,True,True,2
2020-06-18 00:55:16,0.7453429298458475,0.0922642863567249,0.7681093126728864,06,18,00,55,True,True,2
2020-06-18 00:56:16,0.7505289247501454,0.1340310817155525,0.7615239202872387,06,18,00,56,True,True,2
2020-06-18 00:57:17,0.7660869094630389,0.0745587970198306,0.7615239202872387,06,18,00,57,True,True,2
2020-06-18 00:58:18,0.7920168839845281,0.0663870327104948,0.706371259057439,06,18,00,58,True,True,2
2020-06-18 00:59:18,0.7972028788888261,0.0795526529866469,0.8170881685411413,06,18,00,59,True,True,2
2020-06-18 01:00:19,0.8127608636017195,0.1299451995608846,0.5796024556337204,06,18,01,00,True,True,2
2020-06-18 01:01:20,0.8231328534103153,0.1385709507762947,0.7582312240944148,06,18,01,01,True,True,2
2020-06-18 01:02:21,0.838690838123209,0.1848776151958644,0.7034901498887182,06,18,01,02,True,True,2
2020-06-18 01:03:22,0.8542488228361025,0.0709269017712369,0.6997858666717913,06,18,01,03,True,True,2
2020-06-18 01:04:23,0.8698068075489961,0.0623011505558269,0.608825134345032,06,18,01,04,True,True,2
2020-06-18 01:05:25,0.8749928024532939,0.1299451995608846,0.7034901498887182,06,18,01,05,True,True,2
2020-06-18 01:06:25,0.8957367820704853,0.0922642863567249,0.4236109734986898,06,18,01,06,True,True,2
2020-06-18 01:07:26,0.9009227769747832,0.0241662504455929,0.5306235997654654,06,18,01,07,True,True,2
2020-06-18 01:08:27,0.9268527514962724,0.0663870327104948,0.7681093126728864,06,18,01,08,True,True,2
2020-06-18 01:09:27,0.9268527514962724,0.0536753993404168,0.7907465989985505,06,18,01,09,True,True,2
2020-06-18 01:10:28,0.942410736209166,0.1807917330411965,0.7553501149256939,06,18,01,10,True,True,2
2020-06-18 01:11:29,0.947596731113464,0.0745587970198306,0.9043446176509736,06,18,01,11,True,True,2
2020-06-18 01:12:30,0.9527827260177616,0.0282521326002609,0.9146342932535484,06,18,01,12,True,True,2
2020-06-18 01:13:31,0.9527827260177616,0.0709269017712369,1.207272667390769,06,18,01,13,True,True,2
2020-06-18 01:14:32,0.9631547158263574,0.0536753993404168,0.9829577392546434,06,18,01,14,True,True,2
2020-06-18 01:15:33,0.9683407107306552,0.0536753993404168,1.1648792039081617,06,18,01,15,True,True,2
2020-06-18 01:16:33,0.9787127005392512,-0.0389379294987226,1.1484157229440424,06,18,01,16,True,True,2
2020-06-18 01:17:34,0.9787127005392512,-0.0602753140842106,1.0767995807501234,06,18,01,17,True,True,2
2020-06-18 01:18:35,0.9890846903478469,-0.0684470783935464,1.1908091864266497,06,18,01,18,True,True,2
2020-06-18 01:19:36,0.9890846903478469,0.0073687349208471,0.9467380811335808,06,18,01,19,True,True,2
2020-06-18 01:20:37,0.9942706852521446,-0.0094287806038987,1.021235332496221,06,18,01,20,True,True,2
2020-06-18 01:21:38,0.9890846903478469,0.0831845482352407,0.9208080986150928,06,18,01,21,True,True,2
2020-06-18 01:22:38,0.9942706852521446,0.0032828527661791,0.7841612066129028,06,18,01,22,True,True,2
2020-06-18 01:23:39,0.9942706852521446,-0.0897844629790345,0.8397254548668054,06,18,01,23,True,True,2
2020-06-18 01:24:40,0.9890846903478469,-0.0180545318193088,0.7615239202872387,06,18,01,24,True,True,2
2020-06-18 01:25:41,0.9890846903478469,-0.0861525677304408,0.7648166164800625,06,18,01,25,True,True,2
2020-06-18 01:26:42,0.9890846903478469,-0.0389379294987226,0.7034901498887182,06,18,01,26,True,True,2
2020-06-18 01:27:43,0.9787127005392512,-0.0262262961286446,0.8170881685411413,06,18,01,27,True,True,2
2020-06-18 01:28:44,0.9787127005392512,-0.0684470783935464,0.7355939377687508,06,18,01,28,True,True,2
2020-06-18 01:29:45,0.9683407107306552,-0.1029500832551866,1.4575175780453824,06,18,01,29,True,True,2
2020-06-18 01:30:47,0.9631547158263574,-0.0439317854655389,1.415124114562775,06,18,01,30,True,True,2
2020-06-18 01:31:48,0.9527827260177616,-0.1029500832551866,1.157882224498411,06,18,01,31,True,True,2
2020-06-18 01:32:48,0.947596731113464,0.0032828527661791,1.2982333997175282,06,18,01,32,True,True,2
2020-06-18 01:33:49,0.942410736209166,-0.0861525677304408,1.2653064377892895,06,18,01,33,True,True,2
2020-06-18 01:34:49,0.9268527514962724,-0.0897844629790345,1.1714645962938095,06,18,01,34,True,True,2
2020-06-18 01:35:50,0.9268527514962724,-0.1279193630892683,1.304407205079073,06,18,01,35,True,True,2
2020-06-18 01:36:51,0.906108771879081,-0.1410849833654205,1.135244938172747,06,18,01,36,True,True,2
2020-06-18 01:37:52,0.906108771879081,-0.1029500832551866,1.060336099786004,06,18,01,37,True,True,2
2020-06-18 01:38:53,0.8853647922618896,0.0450496481250068,1.086677669328595,06,18,01,38,True,True,2
2020-06-18 01:39:54,0.8749928024532939,0.0922642863567249,1.1060222594614353,06,18,01,39,True,True,2
2020-06-18 01:40:55,0.8698068075489961,0.0032828527661791,1.109314955654259,06,18,01,40,True,True,2
2020-06-18 01:41:57,0.8594348177404004,0.0582152684011589,1.1159003480399068,06,18,01,41,True,True,2
2020-06-18 01:42:57,0.8438768330275067,0.1299451995608846,0.943445384940757,06,18,01,42,True,True,2
2020-06-18 01:43:59,0.838690838123209,0.1385709507762947,0.7417677431302955,06,18,01,43,True,True,2
2020-06-18 01:44:59,0.8231328534103153,-0.0094287806038987,0.3355313503406515,06,18,01,44,True,True,2
2020-06-18 01:46:00,0.8231328534103153,0.020080368290925,0.111628009228629,06,18,01,46,True,True,2
2020-06-18 01:47:01,0.8127608636017195,-0.0139686496646409,-0.3958587914903487,06,18,01,47,True,True,2
2020-06-18 01:48:02,0.7972028788888261,0.0241662504455929,-1.2346731466122274,06,18,01,48,True,True,2
2020-06-18 01:49:03,0.7972028788888261,0.0450496481250068,-1.741748360307102,06,18,01,49,True,True,2
2020-06-18 01:50:04,0.7920168839845281,0.0831845482352407,-1.7545075580542946,06,18,01,50,True,True,2
2020-06-18 01:51:06,0.7816448941759324,0.0831845482352407,-1.7059402892101423,06,18,01,51,True,True,2
2020-06-18 01:52:07,0.7764588992716347,0.1172335661908066,-1.6178606660521042,06,18,01,52,True,True,2
2020-06-18 01:53:08,0.7660869094630389,0.0623011505558269,-1.692769504438847,06,18,01,53,True,True,2
2020-06-18 01:54:09,0.760900914558741,0.0409637659703388,-1.6635468257275354,06,18,01,54,True,True,2
2020-06-18 01:55:10,0.7505289247501454,0.0155404992301829,-1.8001937177297256,06,18,01,55,True,True,2
2020-06-18 01:56:11,0.7453429298458475,-0.0180545318193088,-1.7742637352112378,06,18,01,56,True,True,2
2020-06-18 01:57:12,0.7349709400372518,-0.0897844629790345,-1.6668395219203591,06,18,01,57,True,True,2
2020-06-18 01:58:13,0.7349709400372518,-0.2082750454644041,-1.8261237002482136,06,18,01,58,True,True,2
2020-06-18 01:59:14,0.729784945132954,-0.1238334809346004,-1.721992183150159,06,18,01,59,True,True,2
2020-06-18 02:00:15,0.7194129553243583,-0.2255265478952242,-1.721992183150159,06,18,02,00,True,True,2
2020-06-18 02:01:16,0.7142269604200603,-0.1533426298294243,-1.6314430378475029,06,18,02,01,True,True,2
2020-06-18 02:02:17,0.7038549706114646,-0.2341522991106342,-1.7318702717286305,06,18,02,02,True,True,2
2020-06-18 02:03:17,0.7038549706114646,-0.3054282433642857,-1.673424914306007,06,18,02,03,True,True,2
2020-06-18 02:04:18,0.7038549706114646,-0.4370844461258075,-1.6668395219203591,06,18,02,04,True,True,2
2020-06-18 02:05:19,0.6986689757071669,-0.3349373922591097,-1.7026475930173188,06,18,02,05,True,True,2
2020-06-18 02:06:20,0.6986689757071669,-0.4584218307112956,-1.692769504438847,06,18,02,06,True,True,2
2020-06-18 02:07:21,0.6986689757071669,-0.3735262792754177,-1.647083344763416,06,18,02,07,True,True,2
2020-06-18 02:08:22,0.6882969858985711,-0.4116611793856516,-1.842587181212333,06,18,02,08,True,True,2
2020-06-18 02:09:22,0.6831109909942732,-0.2423240634199701,-1.8228310040553897,06,18,02,09,True,True,2
2020-06-18 02:10:23,0.6831109909942732,-0.2255265478952242,-1.6861841120531995,06,18,02,10,True,True,2
2020-06-18 02:11:24,0.6831109909942732,-0.2214406657405563,-1.670132218113183,06,18,02,11,True,True,2
2020-06-18 02:12:25,0.6831109909942732,-0.2128149145251462,-1.670132218113183,06,18,02,12,True,True,2
2020-06-18 02:13:25,0.6831109909942732,-0.0943243320397766,-1.670132218113183,06,18,02,13,True,True,2
2020-06-18 02:14:25,0.6831109909942732,-0.2041891633097361,-1.628150341654679,06,18,02,14,True,True,2
2020-06-18 02:15:26,0.6831109909942732,-0.0984102141944445,-1.461869183917074,06,18,02,15,True,True,2
2020-06-18 02:16:26,0.6831109909942732,-0.2164468097737399,-1.4688661633268243,06,18,02,16,True,True,2
2020-06-18 02:17:27,0.6882969858985711,-0.1365451143046784,-1.4067165226872742,06,18,02,17,True,True,2
2020-06-18 02:18:28,0.6882969858985711,-0.0943243320397766,-1.2540177367450676,06,18,02,18,True,True,2
2020-06-18 02:19:29,0.6882969858985711,-0.1238334809346004,-1.2733623268779075,06,18,02,19,True,True,2
2020-06-18 02:20:30,0.6882969858985711,-0.1660542631995022,-1.218209665648108,06,18,02,20,True,True,2
2020-06-18 02:21:31,0.6986689757071669,-0.0816126986696986,-1.1371270218998206,06,18,02,21,True,True,2
2020-06-18 02:22:32,0.6986689757071669,-0.2677473301601261,-1.1140781485500535,06,18,02,22,True,True,2
2020-06-18 02:23:33,0.7142269604200603,-0.1156617166252646,-1.0198247200304704,06,18,02,23,True,True,2
2020-06-18 02:24:34,0.7142269604200603,-0.1660542631995022,-0.8510740401482475,06,18,02,24,True,True,2
2020-06-18 02:25:34,0.7194129553243583,-0.1238334809346004,-0.9877209321504378,06,18,02,25,True,True,2
2020-06-18 02:26:35,0.729784945132954,-0.1619683810448343,-0.8284367538225835,06,18,02,26,True,True,2
2020-06-18 02:27:36,0.7349709400372518,-0.1787658965695802,-0.6559817907234338,06,18,02,27,True,True,2
2020-06-18 02:28:37,0.7453429298458475,-0.0734409343603628,-0.6917898618203933,06,18,02,28,True,True,2
2020-06-18 02:29:38,0.760900914558741,-0.1324592321500105,-0.6362256135664905,06,18,02,29,True,True,2
2020-06-18 02:30:39,0.760900914558741,-0.0734409343603628,-0.4604779542745169,06,18,02,30,True,True,2
2020-06-18 02:31:40,0.7764588992716347,-0.0816126986696986,-0.3374134340677251,06,18,02,31,True,True,2
2020-06-18 02:32:41,0.7816448941759324,-0.1492567476747564,-0.3505842188390206,06,18,02,32,True,True,2
2020-06-18 02:33:42,0.8075748686974218,-0.0984102141944445,-0.2336935039937734,06,18,02,33,True,True,2
2020-06-18 02:34:43,0.8127608636017195,-0.2128149145251462,-0.1715438633542231,06,18,02,34,True,True,2
2020-06-18 02:35:44,0.8231328534103153,-0.0602753140842106,-0.148906577028559,06,18,02,35,True,True,2
2020-06-18 02:36:45,0.8283188483146132,-0.0521035497748748,-0.0805831310274639,06,18,02,36,True,True,2
2020-06-18 02:37:46,0.8438768330275067,-0.0389379294987226,0.0268410822634145,06,18,02,37,True,True,2
2020-06-18 02:38:47,0.8594348177404004,-0.0561894319295427,-0.5288014002756121,06,18,02,38,True,True,2
2020-06-18 02:39:48,0.8749928024532939,-0.0053428984492308,-0.4641822374914437,06,18,02,39,True,True,2
2020-06-18 02:40:48,0.8957367820704853,-0.0861525677304408,-0.0151407941950896,06,18,02,40,True,True,2
2020-06-18 02:41:49,0.906108771879081,-0.0648151831449527,0.1601952780727809,06,18,02,41,True,True,2
2020-06-18 02:42:50,0.9268527514962724,-0.0734409343603628,0.5668432578865279,06,18,02,42,True,True,2
2020-06-18 02:43:51,0.942410736209166,-0.1833057656303224,0.6055324381522083,06,18,02,43,True,True,2
2020-06-18 02:44:52,0.9527827260177616,-0.1660542631995022,0.4363701712458823,06,18,02,44,True,True,2
2020-06-18 02:45:53,0.9683407107306552,-0.0389379294987226,0.5470870807295847,06,18,02,45,True,True,2
2020-06-18 02:46:54,0.9890846903478469,-0.0648151831449527,0.5894805442121919,06,18,02,46,True,True,2
2020-06-18 02:47:55,1.0046426750607402,-0.0439317854655389,0.6187032229235037,06,18,02,47,True,True,2
2020-06-18 02:48:56,1.0098286699650385,-0.0561894319295427,0.5277424905967445,06,18,02,48,True,True,2
2020-06-18 02:49:57,1.0253866546779318,0.0368778838156709,0.4301963658843376,06,18,02,49,True,True,2
2020-06-18 02:50:58,1.040944639390825,-0.0475636807141326,0.5046936172469775,06,18,02,50,True,True,2
2020-06-18 02:51:59,1.0668746139123146,0.0282521326002609,0.3128940640149875,06,18,02,51,True,True,2
2020-06-18 02:53:00,1.082432598625208,0.0409637659703388,0.4363701712458823,06,18,02,53,True,True,2
2020-06-18 02:54:01,1.0979905833381016,0.0709269017712369,0.5306235997654654,06,18,02,54,True,True,2
2020-06-18 02:55:02,1.1031765782423992,-0.0602753140842106,0.4301963658843376,06,18,02,55,True,True,2
2020-06-18 02:56:03,1.118734562955293,-0.0221404139739767,0.5602578655008802,06,18,02,56,True,True,2
2020-06-18 02:57:04,1.1446645374767823,-0.0262262961286446,0.5145717058254491,06,18,02,57,True,True,2
2020-06-18 02:58:05,1.14985053238108,-0.0307661651893867,0.3454094389191232,06,18,02,58,True,True,2
2020-06-18 02:59:06,1.1654085170939736,0.0582152684011589,0.5306235997654654,06,18,02,59,True,True,2
2020-06-18 03:00:07,1.1913384916154628,-0.0770728296089565,0.5211570982110968,06,18,03,00,True,True,2
2020-06-18 03:01:08,1.2068964763283565,-0.0307661651893867,0.5602578655008802,06,18,03,01,True,True,2
2020-06-18 03:02:09,1.2224544610412502,-0.0861525677304408,0.6442216184178886,06,18,03,02,True,True,2
2020-06-18 03:03:09,1.238012445754144,-0.1746800144149123,0.608825134345032,06,18,03,03,True,True,2
2020-06-18 03:04:11,1.2431984406584418,-0.2382381812653021,0.5796024556337204,06,18,03,04,True,True,2
2020-06-18 03:05:12,1.2535704304670372,-0.1451708655200884,0.5697243670552488,06,18,03,05,True,True,2
2020-06-18 03:06:12,1.269128415179931,-0.1111218475645225,0.7874539028057266,06,18,03,06,True,True,2
2020-06-18 03:07:13,1.2846863998928242,-0.2214406657405563,0.8817073313253097,06,18,03,07,True,True,2
2020-06-18 03:08:14,1.3002443846057177,-0.1410849833654205,0.9113415970607244,06,18,03,08,True,True,2
2020-06-18 03:09:15,1.3054303795100155,-0.2214406657405563,1.015061527134676,06,18,03,09,True,True,2
2020-06-18 03:10:16,1.3209883642229092,-0.259121578944716,1.0117688309418522,06,18,03,10,True,True,2
2020-06-18 03:11:17,1.3209883642229092,-0.2677473301601261,0.8854116145422365,06,18,03,11,True,True,2
2020-06-18 03:12:18,1.336546348935803,-0.2845448456848719,1.0055950255803074,06,18,03,12,True,True,2
2020-06-18 03:13:19,1.3469183387443984,-0.3185938636404379,0.8722408297709411,06,18,03,13,True,True,2
2020-06-18 03:14:19,1.3521043336486966,-0.2382381812653021,0.8524846526139979,06,18,03,14,True,True,2
2020-06-18 03:15:20,1.362476323457292,-0.1787658965695802,0.4137328849202183,06,18,03,15,True,True,2
2020-06-18 03:16:21,1.362476323457292,-0.2082750454644041,0.4038547963417467,06,18,03,16,True,True,2
2020-06-18 03:17:23,1.3780343081701858,-0.2972564790549499,0.4462482598243539,06,18,03,17,True,True,2
2020-06-18 03:18:24,1.3780343081701858,-0.2931705969002819,0.5339162959582893,06,18,03,18,True,True,2
2020-06-18 03:19:24,1.3832203030744836,-0.2931705969002819,0.5697243670552488,06,18,03,19,True,True,2
2020-06-18 03:20:25,1.3832203030744836,-0.3776121614300856,0.5923616533809128,06,18,03,20,True,True,2
2020-06-18 03:21:26,1.3935922928830795,-0.2845448456848719,0.7323012415759269,06,18,03,21,True,True,2
2020-06-18 03:22:27,1.3935922928830795,-0.3435631434745196,0.8524846526139979,06,18,03,22,True,True,2
2020-06-18 03:23:27,1.3832203030744836,-0.3562747768445977,0.8948781160966051,06,18,03,23,True,True,2
2020-06-18 03:24:28,1.3832203030744836,-0.2718332123147939,0.8364327586739815,06,18,03,24,True,True,2
2020-06-18 03:25:30,1.3832203030744836,-0.2423240634199701,1.203568384173842,06,18,03,25,True,True,2
2020-06-18 03:26:30,1.3780343081701858,-0.2931705969002819,1.1060222594614353,06,18,03,26,True,True,2
2020-06-18 03:27:31,1.3780343081701858,-0.2214406657405563,1.2196202781138583,06,18,03,27,True,True,2
2020-06-18 03:28:32,1.3780343081701858,-0.2972564790549499,1.369437954887344,06,18,03,28,True,True,2
2020-06-18 03:29:32,1.36766231836159,-0.280458963530204,1.4245906161171438,06,18,03,29,True,True,2
2020-06-18 03:30:33,1.362476323457292,-0.4370844461258075,1.2879437241149536,06,18,03,30,True,True,2
2020-06-18 03:31:34,1.3521043336486966,-0.4879309796061194,1.1743457054625304,06,18,03,31,True,True,2
2020-06-18 03:32:35,1.3469183387443984,-0.5219799975616853,1.1517084191368665,06,18,03,32,True,True,2
2020-06-18 03:33:36,1.336546348935803,-0.3989495460155736,1.1941018826194736,06,18,03,33,True,True,2
2020-06-18 03:34:37,1.3209883642229092,-0.5383235261803571,1.2912364203077775,06,18,03,34,True,True,2
2020-06-18 03:35:38,1.3158023693186114,-0.512900259440201,1.203568384173842,06,18,03,35,True,True,2
2020-06-18 03:36:39,1.3002443846057177,-0.5555750286111771,1.1159003480399068,06,18,03,36,True,True,2
2020-06-18 03:37:40,1.2846863998928242,-0.5474032643018413,1.229909953716433,06,18,03,37,True,True,2
2020-06-18 03:38:41,1.2846863998928242,-0.5474032643018413,1.229909953716433,06,18,03,38,True,True,2
2020-06-18 03:39:42,1.269128415179931,-0.5719185572298487,1.3628525625016965,06,18,03,39,True,True,2
2020-06-18 03:40:43,1.2535704304670372,-0.585084177506001,1.1681719001009856,06,18,03,40,True,True,2
2020-06-18 03:41:44,1.2431984406584418,-0.6014277061246727,1.0965557579070666,06,18,03,41,True,True,2
2020-06-18 03:42:45,1.227640455945548,-0.5809982953513331,1.0541622944244593,06,18,03,42,True,True,2
2020-06-18 03:43:46,1.2224544610412502,-0.7117465243007064,1.109314955654259,06,18,03,43,True,True,2
2020-06-18 03:44:47,1.2068964763283565,-0.504274508224791,1.1031411502927144,06,18,03,44,True,True,2
2020-06-18 03:45:48,1.1913384916154628,-0.4793052283907093,0.8656554373852933,06,18,03,45,True,True,2
2020-06-18 03:46:48,1.1757805069025695,-0.559660910765845,1.0833849731357712,06,18,03,46,True,True,2
2020-06-18 03:47:49,1.1602225221896758,-0.4116611793856516,0.8656554373852933,06,18,03,47,True,True,2
2020-06-18 03:48:50,1.1446645374767823,-0.4034894150763157,0.8524846526139979,06,18,03,48,True,True,2
2020-06-18 03:49:51,1.1342925476681869,-0.3562747768445977,0.8364327586739815,06,18,03,49,True,True,2
2020-06-18 03:50:52,1.1135485680509951,-0.4034894150763157,0.7944508822154773,06,18,03,50,True,True,2
2020-06-18 03:51:53,1.1031765782423992,-0.4116611793856516,0.849191956421174,06,18,03,51,True,True,2
2020-06-18 03:52:54,1.0876185935295062,-0.3694403971207498,0.9010519214581498,06,18,03,52,True,True,2
2020-06-18 03:53:55,1.0720606088166125,-0.352642881596004,0.8463108472524531,06,18,03,53,True,True,2
2020-06-18 03:54:56,1.0668746139123146,-0.3481030125352617,0.9302746001694616,06,18,03,54,True,True,2
2020-06-18 03:55:57,1.040944639390825,-0.4329985639711396,0.8327284754570546,06,18,03,55,True,True,2
2020-06-18 03:56:58,1.0253866546779318,-0.4493420925898113,0.8100911891313907,06,18,03,56,True,True,2
2020-06-18 03:57:59,1.0098286699650385,-0.4924708486668615,0.9603204529289792,06,18,03,57,True,True,2
2020-06-18 03:59:00,0.9942706852521446,-0.606421562091489,1.0183542233274998,06,18,03,59,True,True,2
2020-06-18 04:00:01,0.9787127005392512,-0.4793052283907093,1.1060222594614353,06,18,04,00,True,True,2
2020-06-18 04:01:02,0.9631547158263574,-0.6822373754058825,1.064040383002931,06,18,04,01,True,True,2
2020-06-18 04:02:04,0.947596731113464,-0.525611892810279,1.184223794041002,06,18,04,02,True,True,2
2020-06-18 04:03:04,0.9320387464005702,-0.4879309796061194,1.2591326324277448,06,18,04,03,True,True,2
2020-06-18 04:04:05,0.906108771879081,-0.5174401285009432,1.1805195108240751,06,18,04,04,True,True,2
2020-06-18 04:05:06,0.9009227769747832,-0.5891700596606689,1.1550011153296902,06,18,04,05,True,True,2
2020-06-18 04:06:07,0.8749928024532939,-0.6105074442461569,1.1517084191368665,06,18,04,06,True,True,2
2020-06-18 04:07:08,0.8594348177404004,-0.5474032643018413,0.9858388484233642,06,18,04,07,True,True,2
2020-06-18 04:08:09,0.8438768330275067,-0.6863232575605505,0.635166703887623,06,18,04,08,True,True,2
2020-06-18 04:09:10,0.838690838123209,-0.5514891464565091,0.3392356335575784,06,18,04,09,True,True,2
2020-06-18 04:10:11,0.8231328534103153,-0.585084177506001,-0.4378406679488529,06,18,04,10,True,True,2
2020-06-18 04:11:11,0.8127608636017195,-0.6527282265110588,-0.8576594325338952,06,18,04,11,True,True,2
2020-06-18 04:12:12,0.8075748686974218,-0.5301517618710212,-1.3939573249400816,06,18,04,12,True,True,2
2020-06-18 04:13:13,0.7920168839845281,-0.6404705800470549,-1.8586390751523487,06,18,04,13,True,True,2
2020-06-18 04:14:14,0.7816448941759324,-0.5088143772855331,-1.888273340887764,06,18,04,14,True,True,2
2020-06-18 04:15:15,0.7764588992716347,-0.5809982953513331,-1.7154067907645112,06,18,04,15,True,True,2
2020-06-18 04:16:16,0.7660869094630389,-0.6699797289418788,-1.721992183150159,06,18,04,16,True,True,2
2020-06-18 04:17:17,0.7505289247501454,-0.6145933264008249,-1.5923422705577197,06,18,04,17,True,True,2
